DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,PropertyCategory,SpecialServiceTypeCategory,SpecialServiceType,Area
20/07/2011 08:18,260,260,Squirrel,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
20/07/2011 18:40,260,520,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Perrystown
21/07/2011 18:36,260,260,Bird,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Walkinstown
21/07/2011 19:04,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Portobello
22/07/2011 08:55,260,260,Bird,Outdoor Structure,Animal rescue from water,Animal rescue from water - Bird,Belfield
22/07/2011 10:18,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Smithfield
22/07/2011 17:52,260,260,Unknown - Domestic Animal Or Pet,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
23/07/2011 00:46,260,260,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Stepaside
23/07/2011 13:01,260,520,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
23/07/2011 13:48,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Killester
24/07/2011 19:39,260,260,Ferret,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Ranelagh
24/07/2011 19:49,260,260,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Temple Bar
25/07/2011 16:35,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Rathfarnham
25/07/2011 16:54,260,260,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Ballyfermot
27/07/2011 14:28,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Tallaght
27/07/2011 23:09,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
28/07/2011 07:29,260,260,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Temple Bar
28/07/2011 20:26,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Santry
28/07/2011 21:32,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Clonsilla
30/07/2011 09:45,260,520,Dog,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Clontarf
31/07/2011 11:12,260,260,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
31/07/2011 21:33,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
02/08/2011 10:51,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
02/08/2011 22:10,260,NULL,Fox,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Farm animal,Milltown
03/08/2011 10:42,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
04/08/2011 13:52,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
04/08/2011 19:29,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Clonsilla
04/08/2011 22:14,260,260,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Donnybrook
05/08/2011 14:54,260,260,Dog,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,Tallaght
06/08/2011 03:54,260,260,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
06/08/2011 06:13,260,260,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
06/08/2011 13:06,260,260,Bird,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Dalkey
07/08/2011 11:17,260,520,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
07/08/2011 16:29,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Smithfield
07/08/2011 19:59,260,260,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
08/08/2011 00:56,260,520,Unknown - Heavy Livestock Animal,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
08/08/2011 15:46,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
08/08/2011 16:39,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Blackrock
08/08/2011 20:16,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Killester
09/08/2011 17:06,260,520,Cat,Other Residential,Other animal assistance,Animal assistance involving livestock - Other action,Walkinstown
10/08/2011 22:59,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
11/08/2011 17:14,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
11/08/2011 19:00,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
11/08/2011 23:31,260,260,Cat,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Killester
14/08/2011 21:27,260,260,Fox,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Templeogue
15/08/2011 12:23,260,1300,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Smithfield
15/08/2011 21:19,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Smithfield
16/08/2011 12:12,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballyfermot
16/08/2011 14:27,260,520,Horse,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
17/08/2011 00:11,260,260,Fox,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
17/08/2011 11:46,260,520,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Clontarf
17/08/2011 19:02,260,260,Dog,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Perrystown
18/08/2011 10:45,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Santry
18/08/2011 17:46,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Milltown
18/08/2011 18:41,260,260,Cat,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Dun laoighre
18/08/2011 19:47,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Milltown
20/08/2011 06:18,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
20/08/2011 11:03,260,260,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
20/08/2011 11:53,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Crumlin
22/08/2011 07:13,260,520,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
22/08/2011 12:15,260,260,Fox,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
22/08/2011 13:35,260,520,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Dalkey
22/08/2011 16:45,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Tallaght
22/08/2011 19:18,260,260,Unknown - Heavy Livestock Animal,Non Residential,Other animal assistance,Animal assistance - Lift heavy livestock animal,Harolds Cross
23/08/2011 00:19,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Stepaside
23/08/2011 19:11,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ranelagh
23/08/2011 20:46,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Walkinstown
24/08/2011 11:55,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
24/08/2011 12:00,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
24/08/2011 14:30,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Smithfield
24/08/2011 16:55,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
24/08/2011 17:29,260,260,Bird,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Clontarf
24/08/2011 23:08,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
25/08/2011 16:00,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Walkinstown
25/08/2011 17:08,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
26/08/2011 20:21,260,260,Dog,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
27/08/2011 11:39,260,260,Fox,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,Stepaside
28/08/2011 07:29,260,260,Hamster,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Walkinstown
28/08/2011 09:40,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
28/08/2011 15:46,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Dun laoighre
29/08/2011 14:11,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Smithfield
30/08/2011 10:15,260,260,Budgie,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Cabra
30/08/2011 11:02,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Belfield
30/08/2011 15:25,260,260,Dog,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Temple Bar
30/08/2011 15:47,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
30/08/2011 18:53,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
02/09/2011 11:37,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
03/09/2011 14:13,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathmines
03/09/2011 15:48,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Terenure
03/09/2011 20:53,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Cabra
04/09/2011 10:53,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
04/09/2011 16:36,260,260,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
06/09/2011 09:19,260,260,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Clondalkin
07/09/2011 20:59,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Tallaght
10/09/2011 13:43,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Stepaside
10/09/2011 14:37,260,260,Cat,Dwelling,Animal rescue from water,Animal rescue from water - Domestic pet,Leopardstown
10/09/2011 17:07,260,780,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clonsilla
11/09/2011 20:33,260,260,Cat,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Ranelagh
12/09/2011 00:35,260,260,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Cabra
12/09/2011 13:07,260,260,Fox,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
13/09/2011 08:48,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Milltown
14/09/2011 09:51,260,260,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
14/09/2011 10:12,260,260,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Killester
14/09/2011 13:55,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Leopardstown
15/09/2011 15:19,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
16/09/2011 09:28,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
16/09/2011 18:42,260,260,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Crumlin
17/09/2011 06:18,260,260,Fox,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Portobello
17/09/2011 19:59,260,1040,Dog,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Crumlin
18/09/2011 11:11,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ballymun
18/09/2011 16:08,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Dundrum
19/09/2011 06:03,260,260,Fox,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,Donnybrook
19/09/2011 10:25,260,260,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Clonsilla
19/09/2011 10:57,260,260,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Milltown
19/09/2011 18:51,260,260,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Milltown
19/09/2011 19:36,260,260,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dundrum
19/09/2011 21:38,260,260,Dog,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Sutton
20/09/2011 11:53,260,260,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Dalkey
21/09/2011 07:55,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Drumcondra
22/09/2011 08:38,260,260,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Leopardstown
22/09/2011 17:28,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Leopardstown
22/09/2011 23:19,260,260,Cat,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,Leopardstown
24/09/2011 08:15,260,520,Cat,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,Perrystown
25/09/2011 13:13,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Walkinstown
25/09/2011 21:52,260,520,Horse,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,Perrystown
25/09/2011 23:44,260,260,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Perrystown
26/09/2011 10:45,260,260,Unknown - Domestic Animal Or Pet,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
